"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CD74",4.15321043448896e-314,1.7925419664871,0.613,0.12,8.35833599940903e-310,"5","CD74"
"TSPO1",5.53688931040928e-313,1.52472104098949,0.775,0.23,1.11429897371987e-308,"5","TSPO"
"UGCG",8.58951070609057e-313,1.55926721636655,0.611,0.124,1.72863902960073e-308,"5","UGCG"
"MYOF",1.17006627783132e-309,1.05750366312485,0.434,0.05,2.35475838413552e-305,"5","MYOF"
"KRT81",2.9956289224353e-309,2.43021566680065,0.937,0.524,6.02870320640105e-305,"5","KRT8"
"PIM1",2.67560375925872e-308,1.50363789538227,0.516,0.081,5.38465256550816e-304,"5","PIM1"
"ONECUT2",4.73049422051826e-308,1.40678110340229,0.434,0.052,9.52011961879299e-304,"5","ONECUT2"
"KIAA15221",1.96692511922633e-306,1.49599429067574,0.686,0.174,3.95843680244299e-302,"5","KIAA1522"
"CLDN41",1.71363331234893e-304,2.03153664548441,0.865,0.325,3.44868704110222e-300,"5","CLDN4"
"CTGF",3.7149772340158e-297,2.22976483613228,0.394,0.043,7.4763916834568e-293,"5","CTGF"
"RBPMS",1.01776875056427e-296,1.49361961607655,0.722,0.193,2.0482596105106e-292,"5","RBPMS"
"LGALS3",5.97732667298408e-296,1.34653599782794,0.687,0.162,1.20293699293805e-291,"5","LGALS3"
"RHOC1",1.64719516388092e-293,1.6821813030107,0.877,0.345,3.31498026731035e-289,"5","RHOC"
"JUP",3.63948965867089e-292,1.79153972641172,0.854,0.352,7.32447293807517e-288,"5","JUP"
"SPNS2",1.31571630663958e-290,0.817644343834066,0.286,0.017,2.64787906711216e-286,"5","SPNS2"
"KRT17",9.64165093176734e-290,1.45930994505523,0.303,0.02,1.94038225001818e-285,"5","KRT17"
"TMSB4X1",1.12810955524586e-289,1.83829657226927,0.999,0.818,2.2703204799323e-285,"5","TMSB4X"
"BACE2",3.40136934015864e-288,1.65491102905454,0.753,0.23,6.84525579706926e-284,"5","BACE2"
"LY6E",1.85459881580452e-283,1.42793172104758,0.575,0.113,3.7323801168066e-279,"5","LY6E"
"FNDC41",6.77846784185007e-281,1.17526673295522,0.498,0.084,1.36416665317233e-276,"5","FNDC4"
"RHOV",4.75269566111181e-280,1.01780266840125,0.321,0.027,9.56480001798752e-276,"5","RHOV"
"ZC3H12A",4.41337063838193e-278,1.45616592286815,0.535,0.098,8.88190840974363e-274,"5","ZC3H12A"
"TGFB2",4.97525806481313e-278,0.900370445163313,0.255,0.013,1.00127068554364e-273,"5","TGFB2"
"DEFB11",7.7183825740592e-278,1.71839828098679,0.522,0.096,1.55332449302941e-273,"5","DEFB1"
"SPP11",1.79419300562794e-276,2.56868472528571,0.54,0.099,3.61081342382623e-272,"5","SPP1"
"TYMP",6.1052362111323e-275,1.57666992531096,0.591,0.13,1.22867878749038e-270,"5","TYMP"
"HES4",2.03273312273471e-272,1.21767080437117,0.561,0.108,4.09087540950361e-268,"5","HES4"
"EPHA2",4.35332457523678e-272,0.948220001559212,0.313,0.026,8.76106570766402e-268,"5","EPHA2"
"PIEZO1",2.16510640065924e-270,0.989555285137385,0.396,0.048,4.35727663132673e-266,"5","PIEZO1"
"DCDC2",5.57875109649719e-270,1.05670711891406,0.397,0.049,1.12272365817006e-265,"5","DCDC2"
"CXCL16",8.54957391636346e-269,1.30928955034148,0.552,0.11,1.72060175066815e-264,"5","CXCL16"
"FSTL3",6.23607929220172e-267,1.29502859641776,0.438,0.064,1.2550109575556e-262,"5","FSTL3"
"IL321",7.56803112900056e-267,1.05811221067833,0.86,0.239,1.52306626471136e-262,"5","IL32"
"ACTN4",9.62707164188358e-266,1.7210181823311,0.958,0.697,1.93744816792907e-261,"5","ACTN4"
"SEMA7A",2.71981191910603e-264,1.55096536166633,0.396,0.051,5.47362148720089e-260,"5","SEMA7A"
"SERPINA31",5.87477149389283e-264,1.31420295969919,0.826,0.245,1.18229776314593e-259,"5","SERPINA3"
"CD441",2.75202303867245e-262,1.45527202681818,0.915,0.346,5.5384463653283e-258,"5","CD44"
"ITGB4",6.07654736054312e-262,0.823167415219421,0.31,0.026,1.2229051563093e-257,"5","ITGB4"
"HLA.B1",1.92323501159351e-261,1.67257327675104,0.988,0.804,3.87051046083193e-257,"5","HLA.B"
"KCNQ1",1.01899442918063e-260,1.01048390698955,0.365,0.042,2.05072628872602e-256,"5","KCNQ1"
"SPINT1",1.20262559176609e-259,1.65698262429956,0.841,0.388,2.42028400342926e-255,"5","SPINT1"
"ELF3",5.6826271690439e-259,1.86697010723534,0.895,0.441,1.14362871777008e-254,"5","ELF3"
"ITGA3",9.5434063906469e-259,1.44284277899476,0.684,0.2,1.92061053611769e-254,"5","ITGA3"
"AHNAK",4.72626125705304e-258,1.21253450777623,0.56,0.111,9.51160077981925e-254,"5","AHNAK"
"CMTM7",2.33690246416056e-257,1.01573222460638,0.401,0.053,4.70301620912312e-253,"5","CMTM7"
"PLAUR",3.0137075511889e-256,1.5318426738641,0.572,0.125,6.06508644676766e-252,"5","PLAUR"
"TNC",3.37150973253282e-255,1.32276609545995,0.283,0.021,6.78516333672231e-251,"5","TNC"
"DAB2IP",3.55657574778769e-255,1.13690736753632,0.49,0.088,7.15760869242272e-251,"5","DAB2IP"
"KLF62",2.57290187346247e-253,1.82396314026712,0.846,0.358,5.17796502034322e-249,"5","KLF6"
"MYZAP",3.22361712915645e-249,0.833887657064818,0.309,0.029,6.48752947242735e-245,"5","MYZAP"
"C1S",2.07065053911395e-247,1.0345582483386,0.396,0.052,4.16718420996682e-243,"5","C1S"
"SLC44A2",1.91708235482092e-246,1.1253001749781,0.489,0.089,3.8581282390771e-242,"5","SLC44A2"
"ITGB11",5.35109480145503e-246,1.60296904722833,0.957,0.756,1.07690782879282e-241,"5","ITGB1"
"TMEM63A",1.41515453030211e-242,0.853830403987801,0.353,0.043,2.847998492233e-238,"5","TMEM63A"
"CDH3",2.89668043817644e-242,0.76834087149714,0.25,0.016,5.82956938183008e-238,"5","CDH3"
"TNFRSF12A",8.67101033185494e-242,1.74902732483001,0.899,0.494,1.74504082928581e-237,"5","TNFRSF12A"
"GAS6",1.50177163936684e-241,0.882740981590296,0.338,0.038,3.02231542422577e-237,"5","GAS6"
"LIPH",1.05751096542347e-238,0.863260821348776,0.353,0.043,2.12824081791473e-234,"5","LIPH"
"ITGB61",1.2863221844128e-237,1.16828172672775,0.419,0.067,2.58872339613076e-233,"5","ITGB6"
"TRIM47",3.05442736493765e-237,1.02087528349151,0.425,0.068,6.14703507193703e-233,"5","TRIM47"
"FILIP1L",4.99660210020985e-237,1.21317017717936,0.367,0.049,1.00556617266723e-232,"5","FILIP1L"
"SEPT9",7.30730846730062e-237,1.28874229614104,0.703,0.212,1.47059582904425e-232,"5","SEPT9"
"CXADR",6.05225824305827e-236,1.23605864015936,0.485,0.097,1.21801697141548e-231,"5","CXADR"
"YBX31",7.83548584592548e-235,1.20256400957408,0.757,0.227,1.5768915264925e-230,"5","YBX3"
"NTN4",8.82761728971317e-234,0.860068350817232,0.309,0.032,1.77655797955478e-229,"5","NTN4"
"PPIC",1.16957246564057e-233,1.0715846685954,0.498,0.102,2.35376458710166e-229,"5","PPIC"
"MPST1",1.18495670495719e-233,1.15997909622333,0.596,0.153,2.38472536872634e-229,"5","MPST"
"AMOTL2",1.54490131181712e-233,0.864010712895259,0.28,0.024,3.10911389003195e-229,"5","AMOTL2"
"NOTCH2",3.89640123526693e-233,0.846872863202758,0.373,0.049,7.84150748597469e-229,"5","NOTCH2"
"CEBPB",3.0466936291332e-232,1.2427102833097,0.699,0.208,6.13147092863057e-228,"5","CEBPB"
"SOX9",7.27131383164659e-229,1.26724403076437,0.404,0.064,1.46335190861888e-224,"5","SOX9"
"ST14",2.20293494314377e-228,1.45680913395753,0.827,0.377,4.43340657307684e-224,"5","ST14"
"SAT11",3.40816419083295e-228,1.79961266913924,0.931,0.541,6.8589304340513e-224,"5","SAT1"
"TAGLN21",1.78861962093e-226,1.17721190698899,0.983,0.891,3.59959698712163e-222,"5","TAGLN2"
"MYRF",8.23289176702606e-226,1.30154772517869,0.606,0.164,1.65686946811399e-221,"5","MYRF"
"B4GALT5",6.45985520054155e-225,1.25011570640936,0.586,0.153,1.30004585910899e-220,"5","B4GALT5"
"S100A61",3.43778264175515e-224,1.60666173941542,0.955,0.694,6.91853756653224e-220,"5","S100A6"
"SPTBN1",2.31219319720109e-223,1.43220154910297,0.821,0.371,4.65328880936719e-219,"5","SPTBN1"
"ERRFI1",2.08940378819967e-222,1.65260948328832,0.638,0.194,4.20492512375184e-218,"5","ERRFI1"
"C1R",1.74183593887275e-218,0.942884335023341,0.351,0.047,3.5054448269814e-214,"5","C1R"
"EXT1",4.05240953855435e-217,1.09367008956191,0.513,0.118,8.15547419634064e-213,"5","EXT1"
"IER3",5.42815346668092e-215,1.55083871904821,0.946,0.614,1.09241588516954e-210,"5","IER3"
"GSTP11",6.88458289762294e-215,1.40554965898561,0.925,0.587,1.38552230814662e-210,"5","GSTP1"
"TNIP1",1.48522730450632e-214,1.29795373503812,0.697,0.24,2.98901995031896e-210,"5","TNIP1"
"BIRC3",2.45887529826174e-213,1.3173659637227,0.549,0.133,4.94848653775176e-209,"5","BIRC3"
"ERGIC1",9.95764228128329e-213,1.34807270537238,0.756,0.313,2.00397550910826e-208,"5","ERGIC1"
"CCND1",2.8677419573291e-212,1.28675840555147,0.487,0.105,5.7713306891248e-208,"5","CCND1"
"CREB5",4.65460498460674e-212,1.12411691245444,0.419,0.076,9.36739253152106e-208,"5","CREB5"
"NCOA7",7.22640008704761e-211,1.46111140986289,0.575,0.155,1.45431301751833e-206,"5","NCOA7"
"FLRT2",1.17162929458691e-210,0.995922731936499,0.313,0.039,2.35790395535617e-206,"5","FLRT2"
"TRIP6",2.54235377579217e-210,0.988157012673791,0.422,0.079,5.11648697378174e-206,"5","TRIP6"
"HMGA11",3.06710929476389e-210,2.01216973177259,0.788,0.381,6.17255745571233e-206,"5","HMGA1"
"SLC2A1",4.192549565634e-207,1.25536895805698,0.493,0.112,8.43750600083842e-203,"5","SLC2A1"
"CLMN1",1.20410513321359e-206,1.14751398499186,0.479,0.107,2.42326158059235e-202,"5","CLMN"
"NUAK2",5.9642290258481e-206,0.886905961568835,0.266,0.026,1.20030109145193e-201,"5","NUAK2"
"ITGA21",7.26873134775288e-206,1.3278100838149,0.542,0.134,1.46283218373527e-201,"5","ITGA2"
"DUSP11",1.17282710346843e-205,1.87984787700792,0.806,0.393,2.36031454573022e-201,"5","DUSP1"
"CDH1",5.19046604209908e-205,1.5210330860656,0.847,0.455,1.04458129097244e-200,"5","CDH1"
"SLC43A3",1.06907769231977e-204,1.08312229297362,0.379,0.059,2.15151885579353e-200,"5","SLC43A3"
"MYH9",1.95850565200348e-204,1.50716464579196,0.874,0.468,3.941492624657e-200,"5","MYH9"
"EGFR",5.53536081388091e-204,0.934848775799754,0.354,0.055,1.11399136379353e-199,"5","EGFR"
"NCK2",9.98046286063859e-202,0.99111112503223,0.484,0.108,2.00856815070352e-197,"5","NCK2"
"KLF5",4.40405283173546e-201,0.803160991548707,0.333,0.047,8.86315632386762e-197,"5","KLF5"
"ATP1A1",1.04870654234169e-198,1.81318010865397,0.939,0.732,2.11052191646265e-194,"5","ATP1A1"
"ATF3",1.70851807127949e-198,1.5930036896298,0.673,0.233,3.43839261844998e-194,"5","ATF3"
"MARCKSL1",8.6825574593892e-198,1.28028089231017,0.677,0.227,1.74736468870208e-193,"5","MARCKSL1"
"DDIT41",8.96377293397739e-198,1.62822945408483,0.84,0.398,1.80395930296295e-193,"5","DDIT4"
"HLA.C",3.30134525084741e-197,1.27428987592153,0.97,0.862,6.6439573173304e-193,"5","HLA.C"
"FHL2",4.84048617130394e-197,0.982246458621629,0.341,0.05,9.74147841974917e-193,"5","FHL2"
"DUSP51",2.10940498321666e-195,1.71572084109764,0.673,0.23,4.24517752872352e-191,"5","DUSP5"
"RND1",7.67895471641457e-195,1.24756933602041,0.354,0.056,1.54538963667843e-190,"5","RND1"
"IL4R",8.01483352121559e-194,1.01779502677978,0.491,0.116,1.61298524614464e-189,"5","IL4R"
"QSOX1",5.56496742563126e-191,1.26549979130965,0.688,0.259,1.11994969440829e-186,"5","QSOX1"
"ZYX",2.20303323847329e-190,1.35281734036941,0.709,0.272,4.4336043924275e-186,"5","ZYX"
"PPARD",3.38557648806068e-190,1.08398860712503,0.428,0.091,6.81347268222212e-186,"5","PPARD"
"TGIF11",5.64206599179621e-186,0.937730554605947,0.44,0.095,1.13546578084899e-181,"5","TGIF1"
"CNN3",7.92820975975932e-186,1.09313552957192,0.578,0.164,1.59555221415156e-181,"5","CNN3"
"LBH1",2.3872484656865e-185,1.14721501567606,0.477,0.11,4.80433753719408e-181,"5","LBH"
"IER2",6.15530485671619e-185,1.34814627145218,0.809,0.379,1.23875510241413e-180,"5","IER2"
"ACTB1",4.15621144455029e-184,1.39749317271028,0.992,0.954,8.36437553215746e-180,"5","ACTB"
"CAPN2",2.41575898167867e-183,1.29887333555153,0.728,0.318,4.86171495062833e-179,"5","CAPN2"
"NFIB1",3.7604066574025e-182,0.959301124088167,0.427,0.092,7.56781839802254e-178,"5","NFIB"
"CXCL8",3.00991331053045e-181,1.42369789294482,0.57,0.167,6.05745053744253e-177,"5","CXCL8"
"MYL12A",3.78368774102344e-180,1.26049533913799,0.816,0.404,7.61467157880967e-176,"5","MYL12A"
"LIF",1.4837813838907e-179,1.08785807629335,0.365,0.062,2.98611003508004e-175,"5","LIF"
"MAL2",1.67557057091323e-179,1.27444307239347,0.682,0.262,3.37208577396287e-175,"5","MAL2"
"SERPINA11",4.31515909945962e-179,1.31028246447726,0.911,0.403,8.68425768766249e-175,"5","SERPINA1"
"PVRL4",4.79593561675734e-179,0.655871669974227,0.259,0.03,9.65182042872414e-175,"5","PVRL4"
"TNFAIP3",2.09279575203821e-178,1.47241248087668,0.452,0.108,4.2117514509769e-174,"5","TNFAIP3"
"SPATS2L1",2.12923381292827e-178,1.2226873392879,0.747,0.322,4.28508304851814e-174,"5","SPATS2L"
"MYL12B",1.74747912239663e-177,1.22171132386183,0.905,0.614,3.51680173382321e-173,"5","MYL12B"
"SIRPA",2.1607398587852e-177,0.698690135688399,0.332,0.052,4.34848896580522e-173,"5","SIRPA"
"DHCR24",9.09410181505611e-177,1.01667852109308,0.386,0.078,1.83018799028004e-172,"5","DHCR24"
"EFNA11",5.56639073338047e-176,1.35556401291552,0.569,0.173,1.12023613509282e-171,"5","EFNA1"
"MSN",3.26786282579552e-175,1.15539780861993,0.634,0.213,6.57657393691347e-171,"5","MSN"
"TNFSF10",5.18368692029427e-173,1.12604824949464,0.468,0.119,1.04321699270922e-168,"5","TNFSF10"
"MMP14",2.92427349912171e-172,0.491414378755588,0.508,0.119,5.88510041698244e-168,"5","MMP14"
"CD59",2.04822454668848e-171,1.27321443849458,0.924,0.723,4.12205190021056e-167,"5","CD59"
"CDR2L",6.06880051996691e-170,0.674715195486202,0.326,0.052,1.22134610464334e-165,"5","CDR2L"
"TES",7.15666469363407e-170,1.14394957891866,0.584,0.195,1.44027876959386e-165,"5","TES"
"OSMR1",9.00906739286519e-170,0.934763117246952,0.412,0.091,1.81307481281412e-165,"5","OSMR"
"GDF151",3.07478265831935e-169,2.32620605501465,0.674,0.262,6.1880000998677e-165,"5","GDF15"
"LURAP1L",4.47561426072019e-169,1.11578032335155,0.431,0.1,9.00717369969938e-165,"5","LURAP1L"
"TPM41",7.59870375626886e-169,1.28429163401983,0.824,0.435,1.52923913094911e-164,"5","TPM4"
"TST",1.36068520740032e-168,0.889963376146605,0.398,0.087,2.73837897989314e-164,"5","TST"
"GOLM1",3.39744896535785e-168,1.21058503632912,0.6,0.208,6.83736604278268e-164,"5","GOLM1"
"SEL1L3",3.6256718327567e-168,0.945132038129422,0.449,0.112,7.29666456342285e-164,"5","SEL1L3"
"MYO1E",4.56203457106824e-168,0.812485476191193,0.353,0.065,9.18109457427484e-164,"5","MYO1E"
"CARD10",2.05201204302945e-167,0.767150079070827,0.377,0.073,4.12967423659677e-163,"5","CARD10"
"RAC1",2.61982769682426e-167,0.976135694027834,0.957,0.836,5.27240323985882e-163,"5","RAC1"
"STK17A",3.72175325685491e-167,0.832339729390066,0.351,0.066,7.4900284294205e-163,"5","STK17A"
"ENO1",5.46853108666718e-167,1.11371765223746,0.966,0.858,1.10054188119177e-162,"5","ENO1"
"MST1L",3.46655995126631e-166,0.697448355716001,0.274,0.038,6.97645190192345e-162,"5","MST1L"
"PDLIM71",4.17771754149861e-166,0.972429980737824,0.458,0.114,8.40765655226595e-162,"5","PDLIM7"
"CAPG",4.40650899114277e-165,0.804129669612472,0.385,0.079,8.86809934467482e-161,"5","CAPG"
"MGAT4B",7.99660938595336e-165,1.32891757297382,0.758,0.386,1.60931763892311e-160,"5","MGAT4B"
"SH3BP41",2.17171050464551e-164,1.04021712267182,0.434,0.107,4.37056739059908e-160,"5","SH3BP4"
"CXCL21",1.5793628783718e-162,1.47064578016552,0.361,0.073,3.17846779272325e-158,"5","CXCL2"
"JAG1",1.76420996583264e-159,0.800760384868419,0.314,0.052,3.55047255623819e-155,"5","JAG1"
"BMP2",3.35554583171159e-159,0.94720249517181,0.338,0.063,6.75303598631957e-155,"5","BMP2"
"DAB2",1.54480196030998e-158,0.682375806264166,0.278,0.039,3.10891394512383e-154,"5","DAB2"
"TNFRSF10B",4.54623095106e-158,0.848312391269647,0.397,0.09,9.14928978900825e-154,"5","TNFRSF10B"
"SLC12A7",2.07239736076426e-157,1.07283310908816,0.591,0.2,4.17069968853808e-153,"5","SLC12A7"
"NFKBIZ",2.10358573089585e-157,1.28907586437299,0.555,0.183,4.23346628342791e-153,"5","NFKBIZ"
"GRB7",9.26545454454131e-157,0.817579263644982,0.359,0.073,1.86467272708894e-152,"5","GRB7"
"HNF1B",1.68352938912902e-156,0.722945686587889,0.3,0.05,3.38810289562215e-152,"5","HNF1B"
"FAM129B1",2.44870733276436e-156,1.23642741362945,0.763,0.381,4.92802350718828e-152,"5","FAM129B"
"TEAD2",4.29948671816165e-156,0.767750274560359,0.361,0.074,8.65271702030033e-152,"5","TEAD2"
"SOD21",1.14154992890068e-155,1.26701501152607,0.9,0.519,2.29736923191263e-151,"5","SOD2"
"CDKN2B",1.47781209223928e-155,0.77921338522375,0.279,0.042,2.97409683563154e-151,"5","CDKN2B"
"CARHSP12",5.63828027585494e-155,1.10320826568408,0.703,0.301,1.13470390551581e-150,"5","CARHSP1"
"SEMA3B",2.65040055869944e-154,0.649398642449947,0.252,0.034,5.33393112438262e-150,"5","SEMA3B"
"MGLL",4.69398175772573e-154,1.01314281002496,0.348,0.068,9.44663828742304e-150,"5","MGLL"
"BBC3",1.07742668534467e-152,1.00796785133165,0.362,0.077,2.16832120425615e-148,"5","BBC3"
"ALDH3A2",1.64329608907988e-152,1.14017641815,0.468,0.135,3.30713337927326e-148,"5","ALDH3A2"
"SLC38A1",2.95933547781245e-152,0.729032183805759,0.329,0.063,5.95566264909756e-148,"5","SLC38A1"
"CTSD",3.8755832717681e-152,1.76527032180973,0.881,0.678,7.79961133443329e-148,"5","CTSD"
"TAX1BP3",5.56485442034483e-151,1.05300549954059,0.629,0.243,1.1199269520944e-146,"5","TAX1BP3"
"B4GALT1",2.24400982552303e-149,1.08987217504165,0.596,0.213,4.5160697738651e-145,"5","B4GALT1"
"PTPRK",2.55786529547309e-149,0.803058951777895,0.397,0.095,5.14770390713959e-145,"5","PTPRK"
"PTP4A2",4.89702719314801e-149,1.16437004000261,0.803,0.486,9.85526722621038e-145,"5","PTP4A2"
"OLFM4",3.32293911896951e-148,1.91612965756934,0.323,0.062,6.68741497692615e-144,"5","OLFM4"
"FGF2",1.8756091570923e-147,0.680387013745828,0.267,0.039,3.77466342864826e-143,"5","FGF2"
"TMBIM11",2.28691836271987e-147,1.15728677815287,0.848,0.491,4.60242320497373e-143,"5","TMBIM1"
"CD9",2.72526827587851e-147,0.975882349861564,0.62,0.231,5.4846024052055e-143,"5","CD9"
"DSG21",1.31423591500048e-146,0.994187509114903,0.561,0.196,2.64489977893847e-142,"5","DSG2"
"DHRS31",2.41025680629502e-146,0.956190865277125,0.566,0.193,4.85064182266873e-142,"5","DHRS3"
"CTNND1",5.10362561115898e-146,1.07986396614919,0.768,0.406,1.02710465424574e-141,"5","CTNND1"
"DBN1",8.79795589097303e-146,0.904230977617923,0.407,0.101,1.77058862305832e-141,"5","DBN1"
"ETS21",1.200320372425e-145,1.16796167987787,0.605,0.219,2.41564474950532e-141,"5","ETS2"
"FA2H",1.8478964727646e-145,0.703155603980055,0.259,0.039,3.71889165143876e-141,"5","FA2H"
"PFKP",2.77848782828393e-144,1.00008473759765,0.649,0.258,5.59170675442141e-140,"5","PFKP"
"SOD3",2.86607661278188e-144,0.847232600887805,0.426,0.106,5.76797918322354e-140,"5","SOD3"
"PPP1R13L",5.99745884663933e-144,0.753712057715034,0.321,0.063,1.20698859288617e-139,"5","PPP1R13L"
"DUOXA21",1.41985299101283e-143,1.2650353018325,0.361,0.077,2.85745414441331e-139,"5","DUOXA2"
"MAFF",1.68040418827663e-143,1.08400749039578,0.498,0.151,3.38181342890672e-139,"5","MAFF"
"SLC25A23",6.13405438004199e-143,0.918227337662301,0.51,0.162,1.23447844398345e-138,"5","SLC25A23"
"PXDC1",9.06887443611621e-143,0.800137423080861,0.373,0.086,1.82511098026839e-138,"5","PXDC1"
